task_id,sample_id,category,model_a,model_b,completed,current_ratings,judges,choices,model_a_wins,model_b_wins,ties
1410,transportation_100_single,transportation,cogvideo5b,sora2,0,0,,,0,0,0
1411,transportation_100_single,transportation,cogvideo5b,videocrafter,0,0,,,0,0,0
1412,transportation_100_single,transportation,sora2,videocrafter,0,0,,,0,0,0
1413,transportation_101_single,transportation,cogfun,videocrafter,0,0,,,0,0,0
1414,transportation_101_single,transportation,cogfun,vidu,0,0,,,0,0,0
1415,transportation_101_single,transportation,videocrafter,vidu,0,0,,,0,0,0
1416,transportation_102_single,transportation,cogfun,vidu,0,0,,,0,0,0
1417,transportation_103_single,transportation,cogfun,vidu,0,0,,,0,0,0
1418,transportation_105_single,transportation,cogfun,wan21,0,0,,,0,0,0
1419,transportation_110_single,transportation,cogfun,wan21,0,0,,,0,0,0
1420,transportation_111_single,transportation,cogvideo5b,vidu,0,0,,,0,0,0
1421,transportation_111_single,transportation,cogvideo5b,wan21,0,0,,,0,0,0
1422,transportation_111_single,transportation,vidu,wan21,0,0,,,0,0,0
1423,transportation_112_single,transportation,videocrafter,vidu,0,0,,,0,0,0
1424,transportation_112_single,transportation,videocrafter,wan21,0,0,,,0,0,0
1425,transportation_112_single,transportation,vidu,wan21,0,0,,,0,0,0
1426,transportation_113_single,transportation,cogfun,videocrafter,0,0,,,0,0,0
1427,transportation_113_single,transportation,cogfun,wan21,0,0,,,0,0,0
1428,transportation_113_single,transportation,videocrafter,wan21,0,0,,,0,0,0
